Column0,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,WeightedSum
0.806,0.165,0.5312,0.537,0.2096,0.03793,0.5474,0.1666,0.1262,0.01947,9.5
0.4897,0.1985,0.917,0.2778,0.347,0.736,0.4326,1.0,0.2203,0.598,24.67
0.4998,0.4375,0.2194,0.393,0.8657,0.0973,0.6807,0.569,0.3696,0.2607,19.38
0.0238,0.244,0.7417,0.715,0.9224,0.1763,0.532,0.7993,0.9463,0.5938,30.14
0.5054,0.6045,0.1632,0.284,0.3186,0.7563,0.7334,0.753,0.765,0.4558,26.73
0.02992,0.3582,0.06165,0.2161,0.3142,0.3142,0.7773,0.2146,0.8687,0.1687,18.6
0.8433,0.4792,0.3445,0.9756,0.7837,0.4395,0.7505,0.05872,0.9556,0.4812,26.31
0.07196,0.4814,0.07794,0.272,0.8716,0.3684,0.8613,0.683,0.9873,0.4436,28.62
0.864,0.4622,0.6846,0.821,0.2593,0.03665,0.4211,0.7227,0.9478,0.3608,23.92
0.551,0.5425,0.787,0.918,0.6665,0.3872,0.1414,0.1223,0.143,0.448,16.36
0.2935,0.3818,0.02269,0.8774,0.8403,0.2219,0.8984,0.4744,0.213,0.768,24.86
0.3213,0.9336,0.4512,0.9263,0.51,0.4368,0.946,0.1656,0.08875,0.1748,17.95
0.0816,0.6064,0.6006,0.8433,0.7124,0.8384,0.2769,0.2004,0.10815,0.957,23.92
0.2505,0.1583,0.7534,0.313,0.1802,0.3516,0.2136,0.2406,0.739,0.5903,19.27
0.004463,0.9297,0.6924,0.4678,0.3203,0.838,0.8887,0.2155,0.4673,0.1324,20.95
0.02625,0.5317,0.2654,0.914,0.7197,0.5464,0.3762,0.1091,0.816,0.0912,19.78
0.7705,0.261,0.7085,0.712,0.885,0.7466,0.481,0.53,0.949,0.877,33.16
0.9395,0.2214,0.2032,0.9277,0.772,0.2524,0.07245,0.4136,0.1317,0.4688,16.36
0.92,0.7153,0.002302,0.4517,0.003494,0.7485,0.3523,0.427,0.9,0.8433,25.72
0.9634,0.9966,0.905,0.4077,0.61,0.3591,0.03394,0.4365,0.3552,0.2368,16.5
0.765,0.9976,0.819,0.5693,0.8433,0.8213,0.609,0.911,0.0864,0.333,25.55
0.4219,0.6787,0.1742,0.0305,0.02144,0.578,0.461,0.709,0.3767,0.6475,20.67
0.4346,0.7974,0.7725,0.753,0.415,0.7915,0.331,0.4084,0.8545,0.1725,23.45
0.02356,0.65,0.883,0.1996,0.919,0.0984,0.0934,0.184,0.3025,0.4534,15.53
0.7104,0.836,0.546,0.959,0.4539,0.6973,0.543,0.655,0.742,0.995,32.84
0.826,0.3186,0.376,0.673,0.974,0.5737,0.2705,0.2878,0.3696,0.9204,24.73
0.7256,0.6465,0.764,0.2524,0.554,0.423,0.311,0.8647,0.524,0.3757,22.75
0.7563,0.2769,0.007637,0.562,0.741,0.478,0.505,0.3518,0.3628,0.578,20.94
0.414,0.897,0.1735,0.662,0.473,0.692,0.3057,0.8237,0.9043,0.53,28.19
0.583,0.1227,0.7534,0.2617,0.6514,0.1334,0.1991,0.94,0.9736,0.604,26.69
0.1952,0.916,0.33,0.11816,0.1407,0.0939,0.08936,0.862,0.518,0.772,20.62
0.5566,0.7134,0.09216,0.2052,0.009125,0.3247,0.803,0.4446,0.6685,0.7617,23.31
0.03412,0.4656,0.713,0.6514,0.637,0.01192,0.08685,0.3325,0.1614,0.371,13.93
0.04407,0.8423,0.9883,0.836,0.2678,0.04977,0.01274,0.8687,0.5933,0.409,21.23
0.84,0.5195,0.3765,0.0226,0.5806,0.5347,0.7085,0.819,0.78,0.1135,23.58
0.9976,0.9004,0.0663,0.9033,0.309,0.527,0.922,0.3777,0.7227,0.212,23.48
0.012054,0.816,0.0975,0.4023,0.898,0.788,0.773,0.9307,0.506,0.8257,32.38
0.623,0.2522,0.135,0.317,0.3323,0.3916,0.2544,0.2128,0.6465,0.2461,15.164
0.8276,0.414,0.257,0.545,0.1509,0.1587,0.4812,0.1526,0.6104,0.2062,14.66
0.1592,0.797,0.1062,0.0667,0.692,0.4644,0.3684,0.1443,0.03726,0.1666,11.32
0.5186,0.1979,0.81,0.966,0.517,0.6377,0.075,0.575,0.0638,0.327,17.9
0.4714,0.4878,0.2913,0.3213,0.657,0.778,0.4321,0.706,0.92,0.2448,25.66
0.3232,0.562,0.354,0.0171,0.6045,0.8135,0.435,0.5444,0.07,0.272,17.23
0.0276,0.7866,0.874,0.1051,0.2045,0.3542,0.483,0.2175,0.3352,0.7256,19.08
0.08624,0.605,0.01932,0.5864,0.704,0.772,0.8276,0.4358,0.47,0.5903,26.17
0.781,0.6123,0.0952,0.3572,0.8843,0.6562,0.10516,0.1888,0.9067,0.3735,21.27
0.86,0.7764,0.256,0.338,0.4656,0.4653,0.807,0.6914,0.7446,0.955,30.72
0.9346,0.6206,0.08673,0.722,0.821,0.1606,0.03876,0.677,0.05313,0.555,17.44
0.738,0.598,0.5693,0.8423,0.6475,0.0916,0.668,0.2422,0.3828,0.012596,16.19
0.1194,0.8174,0.207,0.8433,0.355,0.5957,0.03253,0.1425,0.748,0.249,17.58
0.4814,0.624,0.687,0.3704,0.827,0.39,0.03195,0.893,0.5947,0.4336,23.47
0.01778,0.686,0.8696,0.561,0.3796,0.0832,0.01331,0.811,0.08203,0.03802,12.8
0.6104,0.2225,0.8027,0.1167,0.347,0.01316,0.6523,0.743,0.7397,0.7363,25.3
0.804,0.639,0.9805,0.09534,0.6836,0.949,0.02664,0.563,0.963,0.8096,29.45
0.9185,0.539,0.5317,0.8687,0.9966,0.743,0.1967,0.3997,0.6685,0.783,28.28
0.9487,0.3452,0.9976,0.652,0.4626,0.8877,0.8735,0.9937,0.5386,0.3672,30.39
0.975,0.0718,0.852,0.0742,0.545,0.905,0.4033,0.649,0.5557,0.179,21.72
0.1708,0.2124,0.3481,0.0773,0.5767,0.3816,0.2039,0.879,0.1957,0.10614,15.25
0.902,0.008,0.4502,0.3933,0.988,0.675,0.4092,0.904,0.1012,0.857,26.72
0.4612,0.1632,0.7905,0.01327,0.2905,0.1284,0.358,0.067,0.255,0.581,13.48
0.798,0.858,0.3164,0.7847,0.0759,0.4404,0.07184,0.936,0.7495,0.6714,25.38
0.699,0.2686,0.396,0.3828,0.4106,0.915,0.275,0.6943,0.776,0.1968,22.92
0.7896,0.02437,0.343,0.3389,0.533,0.567,0.626,0.6475,0.8486,0.8955,29.83
0.165,0.882,0.3816,0.546,0.758,0.9253,0.633,0.3767,0.1741,0.3474,21.89
0.01166,0.02899,0.8193,0.536,0.0963,0.05508,0.999,0.3037,0.72,0.786,24.89
0.0216,0.758,0.4595,0.1137,0.03934,0.4397,0.9106,0.0715,0.496,0.583,19.55
0.0649,0.2712,0.871,0.5283,0.3774,0.2136,0.1066,0.08344,0.7974,0.742,20.45
0.4583,0.45,0.3074,0.357,0.8345,0.8774,0.2483,0.02025,0.912,0.6616,24.75
0.519,0.814,0.3416,0.4363,0.488,0.7217,0.0887,0.681,0.7686,0.918,28.08
0.843,0.3992,0.822,0.3845,0.967,0.732,0.789,0.1104,0.634,0.1675,22.81
0.351,0.863,0.2969,0.5312,0.3303,0.0964,0.4458,0.8296,0.1875,0.7793,21.84
0.9067,0.2354,0.3743,0.03976,0.4949,0.592,0.1321,0.7847,0.2676,0.897,22.55
0.6304,0.9663,0.7344,0.4202,0.2756,0.1772,0.837,0.9995,0.142,0.8223,26.23
0.832,0.973,0.657,0.1362,0.258,0.3342,0.617,0.0822,0.754,0.6694,21.73
0.143,0.933,0.6562,0.504,0.9395,0.2155,0.761,0.386,0.401,0.5776,24.27
0.1947,0.6914,0.5737,0.2986,0.302,0.834,0.5703,0.03467,0.7754,0.2534,20.27
0.06647,0.8706,0.06152,0.134,0.4,0.4521,0.01965,0.6045,0.5684,0.4844,18.52
0.8247,0.0601,0.689,0.746,0.9863,0.03336,0.767,0.42,0.878,0.7227,28.86
0.236,0.4297,0.4883,0.614,0.9697,0.0949,0.538,0.763,0.7227,0.591,27.27
0.71,0.1864,0.3523,0.7104,0.2722,0.1593,0.6523,0.682,0.9126,0.0174,21.05
0.479,0.4543,0.788,0.0769,0.6675,0.876,0.701,0.785,0.5596,0.532,28.28
0.1332,0.234,0.9766,0.4666,0.609,0.01243,0.539,0.2097,0.9214,0.7983,25.34
0.02032,0.4792,0.2177,0.771,0.0525,0.7295,0.6665,0.1987,0.8413,0.2462,21.42
0.792,0.974,0.0625,0.5205,0.5664,0.2286,0.006264,0.0901,0.2578,0.514,13.43
0.753,0.9844,0.2944,0.5547,0.6074,0.883,0.607,0.8813,0.3787,0.02885,23.19
0.03375,0.838,0.9316,0.3433,0.7993,0.1477,0.693,0.692,0.654,0.9424,30.38
0.2659,0.371,0.8047,0.637,0.1753,0.8564,0.8154,0.11816,0.3428,0.3584,20.56
0.7466,0.9316,0.2306,0.07935,0.605,0.4324,0.573,0.8716,0.12067,0.5884,22.02
0.7344,0.4846,0.9253,0.79,0.4548,0.573,0.799,0.0828,0.01733,0.9424,23.39
0.10834,0.3618,0.777,0.6606,0.261,0.818,0.07935,0.914,0.763,0.669,28.03
0.271,0.998,0.2974,0.3638,0.717,0.566,0.0521,0.04373,0.0183,0.7397,15.805
0.9365,0.1307,0.2524,0.3616,0.11053,0.213,0.586,0.8115,0.3906,0.1154,16.6
0.7236,0.7593,0.582,0.5654,0.9937,0.077,0.543,0.66,0.03293,0.03937,16.47
0.381,0.7554,0.078,0.2133,0.5366,0.489,0.9634,0.9443,0.1327,0.7944,26.75
0.2576,0.1302,0.852,0.4563,0.412,0.542,0.834,0.5625,0.0417,0.3594,20.08
0.677,0.2937,0.1768,0.02597,0.0638,0.5317,0.07855,0.3186,0.97,0.2798,16.62
0.6743,0.56,0.2333,0.8794,0.4263,0.2305,0.7134,0.2998,0.07574,0.89,21.52
0.5903,0.407,0.824,0.10986,0.2053,0.636,0.598,0.174,0.3154,0.4363,17.64
0.353,0.5396,0.00848,0.1052,0.7954,0.2252,0.3977,0.948,0.459,0.2954,20.53
0.01221,0.857,0.6855,0.132,0.776,0.421,0.1715,0.956,0.1383,0.1375,17.89
0.3225,0.5293,0.1245,0.35,0.08484,0.973,0.8086,0.5737,0.35,0.57,23.83
0.168,0.4248,0.7007,0.807,0.128,0.3533,0.9136,0.8105,0.7183,0.295,26.08
0.4387,0.4263,0.0905,0.69,0.1724,0.2096,0.823,0.3384,0.1688,0.2556,15.375
0.82,0.09247,0.3853,0.0538,0.3672,0.4226,0.4487,0.2273,0.4373,0.2402,14.55
0.7344,0.1133,0.735,0.292,0.1334,0.6313,0.2417,0.2281,0.642,0.293,16.97
0.3713,0.836,0.2183,0.2146,0.5063,0.5986,0.5303,0.8525,0.3328,0.0943,19.6
0.9375,0.917,0.2825,0.32,0.5156,0.488,0.302,0.00781,0.766,0.551,19.89
0.724,0.2068,0.3794,0.62,0.3694,0.0888,0.551,0.562,0.8677,0.1426,20.2
0.5127,0.855,0.2512,0.9224,0.1514,0.488,0.08246,0.514,0.02068,0.1346,12.64
0.5483,0.3901,0.6436,0.2185,0.899,0.1677,0.0725,0.1718,0.7056,0.2059,15.91
0.4927,0.5293,0.8315,0.1833,0.1075,0.1367,0.3396,0.5874,0.288,0.4019,15.93
0.2084,0.7544,0.234,0.4639,0.973,0.3738,0.5425,0.842,0.872,0.1628,25.97
0.1875,0.7905,0.319,0.4084,0.4028,0.4614,0.0702,0.536,0.03024,0.5654,16.08
0.8364,0.8154,0.2883,0.9526,0.1042,0.4414,0.809,0.02692,0.4172,0.4446,19.25
0.4626,0.2329,0.761,0.708,0.2053,0.233,0.01215,0.7075,0.4326,0.673,20.4
0.2086,0.6055,0.4019,0.1392,0.4495,0.4875,0.1359,0.9165,0.988,0.2108,23.1
0.04547,0.8125,0.9346,0.2385,0.1912,0.5103,0.6733,0.7744,0.2445,0.5557,23.12
0.5215,0.4753,0.463,0.2021,0.931,0.4583,0.894,0.2118,0.9727,0.002207,22.67
0.532,0.303,0.9814,0.765,0.1186,0.8164,0.4343,0.517,0.2686,0.911,25.69
0.3545,0.8667,0.7905,0.2318,0.969,0.3079,0.6553,0.5317,0.0422,0.2394,18.7
0.651,0.1008,0.9756,0.00938,0.609,0.3428,0.137,0.981,0.93,0.2883,23.95
0.4116,0.7866,0.6494,0.8696,0.3604,0.532,0.9795,0.784,0.1377,0.9897,30.17
0.6675,0.3618,0.417,0.9165,0.835,0.5586,0.8696,0.02356,0.3672,0.552,23.36
0.2566,0.1455,0.6704,0.75,0.298,0.4375,0.2825,0.9224,0.618,0.6226,25.81
0.712,0.9385,0.6387,0.05307,0.431,0.2098,0.9976,0.0733,0.05377,0.823,19.48
0.1981,0.2119,0.4502,0.1589,0.68,0.438,0.8076,0.573,0.385,0.01323,18.56
0.439,0.59,0.6274,0.3616,0.07965,0.8755,0.6025,0.839,0.1243,0.4888,22.5
0.4915,0.7803,0.9736,0.1763,0.8555,0.3374,0.774,0.7734,0.9907,0.6885,32.53
0.093,0.1974,0.876,0.00679,0.1316,0.6323,0.641,0.4521,0.8853,0.923,28.06
0.3667,0.263,0.7246,0.05432,0.824,0.778,0.3035,0.893,0.3772,0.3467,23.27
0.5713,0.2114,0.8096,0.5645,0.4048,0.512,0.882,0.1188,0.4973,0.8857,25.78
0.9927,0.522,0.2976,0.1521,0.5366,0.351,0.4446,0.4011,0.1277,0.534,16.78
0.583,0.05627,0.991,0.7773,0.168,0.4111,0.3594,0.2925,0.3247,0.712,20.31
0.691,0.6294,0.9155,0.3333,0.1964,0.0905,0.3047,0.4934,0.0773,0.157,12.01
0.4094,0.261,0.1681,0.521,0.8984,0.937,0.7773,0.8623,0.58,0.347,28.9
0.98,0.0187,0.3752,0.7173,0.6465,0.2086,0.345,0.887,0.913,0.962,30.8
0.4355,0.371,0.04205,0.367,0.2006,0.3945,0.768,0.705,0.909,0.5645,26.23
0.05313,0.927,0.731,0.821,0.0775,0.555,0.5264,0.8896,0.3591,0.3909,23.72
0.3293,0.9536,0.534,0.2068,0.08795,0.728,0.615,0.8325,0.4111,0.939,27.89
0.0265,0.932,0.10156,0.488,0.219,0.6514,0.582,0.0827,0.8027,0.622,22.83
0.08374,0.558,0.3733,0.113,0.3406,0.1785,0.894,0.765,0.845,0.736,28.0
0.5176,0.1508,0.0827,0.4639,0.8335,0.33,0.8374,0.2605,0.76,0.656,25.52
0.4612,0.728,0.6934,0.03128,0.4534,0.4087,0.2006,0.8164,0.6235,0.2355,20.1
0.5825,0.9023,0.1616,0.1003,0.3362,0.2551,0.012764,0.2106,0.4758,0.4224,13.305
0.6636,0.5034,0.34,0.0844,0.425,0.08813,0.5625,0.6426,6.77e-05,0.3088,14.234
0.726,0.768,0.764,0.292,0.2996,0.473,0.1863,0.205,0.5645,0.5234,18.52
0.1225,0.3467,0.254,0.2822,0.52,0.923,0.2737,0.1492,0.1624,0.135,13.59
0.7207,0.06287,0.0949,0.4949,0.464,0.728,0.9585,0.4219,0.7495,0.6304,27.61
0.03894,0.264,0.1874,0.196,0.335,0.8276,0.338,0.8784,0.02473,0.4001,18.69
0.512,0.8374,0.4705,0.7837,0.8013,0.7524,0.314,0.1627,0.0369,0.3362,17.44
0.9565,0.9517,0.4336,0.987,0.688,0.6724,0.5977,0.4294,0.0576,0.1913,19.67
0.2073,0.586,0.5312,0.9004,0.913,0.586,0.01308,0.10406,0.4478,0.1866,17.0
0.2747,0.1698,0.2378,0.052,0.816,0.8804,0.7905,0.797,0.03333,0.7637,25.92
0.1534,0.554,0.0803,0.731,0.332,0.7437,0.9062,0.925,0.9976,0.5273,32.6
0.5747,0.2566,0.8877,0.8975,0.2893,0.616,0.54,0.894,0.3408,0.4897,25.6
0.326,0.979,0.5225,0.162,0.02615,0.6416,0.7886,0.1765,0.4565,0.7646,22.33
0.651,0.808,0.7217,0.1582,0.4133,0.2007,0.6626,0.6865,0.2727,0.7617,23.2
0.9526,0.1508,0.4224,0.0876,0.2822,0.5957,0.0872,0.2191,0.656,0.2325,14.766
0.1691,0.559,0.764,0.351,0.0951,0.89,0.978,0.988,0.8477,0.04868,27.97
0.4583,0.519,0.2546,0.2195,0.733,0.4304,0.6377,0.6807,0.9863,0.8423,30.83
0.0484,0.09674,0.1559,0.0758,0.3938,0.3713,0.2979,0.2222,0.803,0.7817,20.88
0.0475,0.9497,0.7373,0.877,0.2688,0.925,0.915,0.4995,0.03998,0.526,24.8
0.313,0.1992,0.8306,0.2888,0.73,0.489,0.2686,0.953,0.633,0.3213,24.33
0.462,0.1326,0.4763,0.918,0.1797,0.467,0.0551,0.574,0.5903,0.9688,24.69
0.02328,0.4207,0.1594,0.82,0.8623,0.775,0.9224,0.1417,0.2861,0.899,27.42
0.5454,0.819,0.4736,0.1208,0.5513,0.5547,0.2251,0.2013,0.05515,0.693,16.55
0.4673,0.619,0.2913,0.1168,0.9746,0.9326,0.8784,0.973,0.181,0.7554,30.44
0.2764,0.4731,0.2089,0.3923,0.9204,0.825,0.03708,0.9893,0.5444,0.9927,30.31
0.2275,0.9106,0.4038,0.714,0.00789,0.5815,0.1914,0.7876,0.011665,0.931,21.94
0.3813,0.856,0.6,0.2842,0.1776,0.8555,0.5576,0.8228,0.135,0.139,19.33
0.2415,0.04767,0.7466,0.7744,0.635,0.54,0.2864,0.4143,0.7764,0.313,22.75
0.1348,0.5435,0.725,0.3223,0.02003,0.7974,0.0734,0.004814,0.4563,0.393,14.69
0.4255,0.4277,0.598,0.2979,0.818,0.1181,0.783,0.2534,0.00996,0.73,19.5
0.2355,0.7676,0.1873,0.02408,0.891,0.379,0.8604,0.84,0.6304,0.6226,28.36
0.8037,0.5312,0.3206,0.00895,0.7812,0.2551,0.04327,0.9224,0.5947,0.284,19.62
0.6533,0.1919,0.697,0.598,0.8774,0.28,0.7515,0.138,0.082,0.859,22.16
0.2634,0.4192,0.2427,0.999,0.2036,0.2407,0.824,0.3171,0.8613,0.777,26.97
0.2727,0.3582,0.3047,0.339,0.1812,0.463,0.1197,0.869,0.2152,0.251,15.805
0.2144,0.6294,0.2742,0.4766,0.4849,0.7964,0.4246,0.604,0.4841,0.453,23.25
0.8237,0.781,0.75,0.5566,0.5503,0.8726,0.2385,0.05783,0.1142,0.9346,21.67
0.976,0.83,0.007393,0.8203,0.7803,0.5977,0.454,0.2189,0.752,0.3765,23.08
0.3633,0.829,0.05533,0.9214,0.1903,0.5137,0.7246,0.936,0.939,0.6343,31.16
0.101,0.7354,0.701,0.82,0.141,0.584,0.991,0.917,0.931,0.8574,35.62
0.2388,0.2542,0.986,0.381,0.575,0.551,0.1041,0.229,0.2898,0.1682,14.484
0.6343,0.5166,0.9272,0.766,0.4429,0.7817,0.247,0.7437,0.1906,0.5054,23.11
0.6196,0.299,0.4858,0.3,0.00421,0.677,0.03476,0.834,0.3467,0.3342,17.4
0.898,0.5957,0.6035,0.7515,0.817,0.05988,0.11285,0.7573,0.0951,0.0179,14.52
0.2642,0.4958,0.2039,0.671,0.8696,0.9746,0.08527,0.884,0.5186,0.2054,23.97
0.882,0.8003,0.464,0.6924,0.2303,0.2654,0.3435,0.4185,0.4307,0.787,21.58
0.34,0.973,0.643,0.4343,0.9976,0.11,0.869,0.521,0.36,0.7812,26.88
0.1271,0.5127,0.6387,0.905,0.5405,0.4763,0.978,0.3755,0.8174,0.864,31.86
0.887,0.414,0.0404,0.5405,0.1339,0.2328,0.2212,0.9224,0.4905,0.593,20.86
0.03165,0.564,0.1422,0.747,0.8535,0.946,0.9785,0.5464,0.392,0.2319,26.16
0.667,0.6157,0.632,0.182,0.5854,0.876,0.015076,0.3118,0.04196,0.871,19.6
0.7266,0.705,0.158,0.518,0.10034,0.3972,0.5723,0.8706,0.5347,0.6206,24.36
0.7114,0.04062,0.854,0.3328,0.1713,0.816,0.59,0.865,0.5796,0.4775,26.05
0.5005,0.9556,0.0965,0.3772,0.899,0.518,0.841,0.415,0.3303,0.287,21.64
0.6396,0.514,0.1274,0.509,0.4778,0.117,0.9023,0.4373,0.7944,0.555,24.62
0.8477,0.0883,0.757,0.2112,0.3176,0.0547,0.614,0.651,0.2312,0.663,19.83
0.745,0.444,0.847,0.2288,0.507,0.2222,0.8354,0.01904,0.6694,0.04446,16.86
0.9565,0.7896,0.346,0.2152,0.844,0.4885,0.3633,0.9795,0.679,0.525,27.14
0.6763,0.862,0.2612,0.458,0.549,0.7993,0.55,0.9087,0.753,0.3047,27.38
0.7217,0.031,0.2869,0.1494,0.4255,0.86,0.314,0.6216,0.977,0.5977,26.48
0.7046,0.505,0.7954,0.2585,0.5254,0.8003,0.25,0.09216,0.6616,0.7324,23.0
0.1749,0.3647,0.4453,0.05362,0.3801,0.069,0.6245,0.4983,0.01136,0.378,14.01
0.2407,0.2078,0.801,0.1862,0.4229,0.692,0.805,0.5454,0.0987,0.2754,19.44
0.8506,0.827,0.7246,0.889,0.541,0.553,0.6343,0.3542,0.633,0.6,26.62
0.7334,0.07324,0.9033,0.5767,0.11993,0.626,0.41,0.3462,0.9824,0.1196,21.03
0.875,0.6567,0.885,0.1663,0.3264,0.8325,0.3486,0.85,0.844,0.6616,29.14
0.2883,0.6245,0.82,0.3215,0.1235,0.8936,0.4297,0.552,0.742,0.6274,26.22
0.9414,0.1284,0.6675,0.493,0.7964,0.5557,0.2435,0.868,0.678,0.571,27.0
0.9077,0.943,0.3982,0.1395,0.3542,0.6304,0.5166,0.083,0.8857,0.6064,22.95
0.652,0.979,0.115,0.1377,0.3152,0.2021,0.222,0.813,0.51,0.5845,20.25
0.7476,0.251,0.06506,0.3562,0.8086,0.0574,0.998,0.144,0.3054,0.1858,16.08
0.2301,0.1487,0.6885,0.8022,0.1807,0.7573,0.2047,0.758,0.2695,0.4956,21.6
0.434,0.335,0.72,0.797,0.746,0.5283,0.01489,0.2656,0.2137,0.8833,21.4
0.5757,0.8784,0.705,0.908,0.7256,0.3347,0.2367,0.735,0.10474,0.2195,18.97
0.02426,0.9336,0.5127,0.4314,0.329,0.5034,0.5283,0.4265,0.1235,0.9917,23.16
0.7134,0.411,0.5083,0.3464,0.3423,0.11066,0.9062,0.1383,0.6006,0.2905,18.22
0.2878,0.402,0.6016,0.611,0.6064,0.0514,0.0733,0.1225,0.517,0.4368,15.484
0.2324,0.4363,0.12317,0.2263,0.9697,0.741,0.2142,0.822,0.1343,0.596,22.42
0.3052,0.1786,0.506,0.7095,0.4148,0.6704,0.898,0.00794,0.1809,0.869,23.05
0.405,0.1049,0.02841,0.2396,0.328,0.9004,0.01545,0.5957,0.1203,0.8066,19.17
0.9106,0.4966,0.8843,0.328,0.3982,0.6646,0.6626,0.7573,0.6206,0.4946,26.86
0.2795,0.9395,0.3757,0.3174,0.382,0.791,0.1234,0.979,0.8755,0.3289,25.69
0.262,0.6978,0.03455,0.944,0.7114,0.726,0.1953,0.3818,0.905,0.5093,25.73
0.1084,0.4773,0.105,0.5586,0.0625,0.4097,0.2223,0.0854,0.04214,0.2018,8.74
0.5107,0.7295,0.665,0.04883,0.361,0.374,0.6655,0.6714,0.3916,0.4673,21.55
0.728,0.3462,0.1517,0.584,0.974,0.3284,0.559,0.871,0.006123,0.8247,24.86
0.543,0.0793,0.0892,0.03516,0.2817,0.1152,0.3171,0.2705,0.6787,0.143,12.58
0.3372,0.1814,0.709,0.05145,0.792,0.3525,0.4058,0.9067,0.6016,0.8643,28.06
0.09393,0.1433,0.683,0.4028,0.2295,0.9673,0.3755,0.01753,0.7075,0.3896,20.02
0.297,0.11835,0.816,0.4966,0.7505,0.9263,0.41,0.1616,0.5635,0.1869,20.66
0.93,0.4834,0.599,0.2993,0.93,0.746,0.5933,0.358,0.819,0.4954,27.11
0.0755,0.326,0.2952,0.983,0.573,0.4988,0.7563,0.871,0.004616,0.8574,27.05
0.1764,0.833,0.5513,0.1252,0.1731,0.02765,0.499,0.637,0.6133,0.599,20.89
0.95,0.283,0.402,0.9756,0.283,0.3074,0.921,0.9614,0.4282,0.136,23.6
0.811,0.8735,0.5723,0.1375,0.878,0.7314,0.1724,0.01546,0.00793,0.3093,13.586
0.602,0.6543,0.7236,0.7437,0.59,0.34,0.496,0.7285,0.316,0.4773,23.3
0.7646,0.1931,0.5635,0.9883,0.3037,0.833,0.927,0.5303,0.72,0.05634,25.2
0.4429,0.3108,0.4392,0.3638,0.1315,0.5625,0.827,0.4624,0.4087,0.3525,20.27
0.5146,0.592,0.2462,0.9907,0.6377,0.437,0.7935,0.05316,0.4507,0.4111,21.23
0.996,0.7295,0.5884,0.1361,0.4695,0.8413,0.0466,0.4626,0.4988,0.4104,19.6
0.2491,0.9756,0.9204,0.3281,0.935,0.852,0.1836,0.681,0.664,0.9263,31.31
0.748,0.6396,0.6465,0.523,0.4478,0.4346,0.3906,0.755,0.826,0.8506,29.36
0.9165,0.12463,0.4932,0.7954,0.1735,0.623,0.0768,0.606,0.93,0.373,22.81
0.245,0.5444,0.5103,0.99,0.1093,0.03983,0.843,0.8184,0.367,0.2935,21.53
0.3154,0.7383,0.976,0.6665,0.02399,0.868,0.469,0.693,0.2542,0.629,24.48
0.882,0.595,0.3289,0.928,0.873,0.72,0.535,0.1827,0.1484,0.7446,23.52
0.05786,0.66,0.732,0.684,0.0482,0.6064,0.2905,0.842,0.4072,0.2625,20.66
0.1328,0.01733,0.81,0.1848,0.273,0.5303,0.86,0.0996,0.8364,0.7383,25.12
0.12067,0.938,0.00815,0.7134,0.0919,0.153,0.778,0.2893,0.7065,0.54,21.44
0.9463,0.9927,0.902,0.6177,0.4128,0.712,0.06042,0.4736,0.5635,0.0227,18.25
0.4363,0.3115,0.686,0.336,0.8755,0.6562,0.1194,0.2815,0.5815,0.02426,17.03
0.9946,0.408,0.3655,0.9834,0.455,0.958,0.1074,0.01476,0.7686,0.87,25.42
0.4094,0.651,0.4275,0.1263,0.004967,0.8906,0.0446,0.3254,0.623,0.1649,15.375
0.71,0.855,0.5806,0.7563,0.9414,0.1627,0.2944,0.466,0.5054,0.478,22.23
0.561,0.896,0.696,0.4941,0.2194,0.875,0.978,0.3113,0.8647,0.595,29.34
0.4783,0.4888,0.7363,0.2825,0.932,0.731,0.279,0.595,0.3237,0.3245,21.55
0.06033,0.7153,0.9893,0.3445,0.532,0.565,0.02289,0.3833,0.2583,0.2744,16.03
0.2798,0.903,0.5347,0.5483,0.04416,0.463,0.5347,0.3293,0.997,0.1859,21.27
0.3528,0.761,0.9927,0.5146,0.988,0.1385,0.8276,0.2979,0.4905,0.7075,26.28
0.9263,0.29,0.795,0.4656,0.08466,0.2476,0.4412,0.1842,0.2998,0.1302,12.36
0.1823,0.1091,0.0325,0.992,0.514,0.4128,0.2277,0.93,0.004345,0.7754,22.16
0.986,0.8125,0.8594,0.4834,0.768,0.8022,0.6514,0.842,0.634,0.947,34.47
0.6,0.5557,0.0977,0.952,0.297,0.5376,0.889,0.04514,0.9585,0.1649,22.28
0.1395,0.3289,0.775,0.954,0.1567,0.752,0.6416,0.4617,0.1559,0.3015,20.17
0.8247,0.1967,0.1796,0.702,0.1998,0.8794,0.2961,0.625,0.681,0.1127,20.47
0.2698,0.05005,0.366,0.5776,0.1829,0.824,0.571,0.701,0.564,0.7305,26.78
0.3726,0.6143,0.8926,0.718,0.03867,0.308,0.9375,0.01602,0.6587,0.10004,18.16
0.1771,0.004776,0.2181,0.11993,0.972,0.914,0.01072,0.78,0.788,0.697,27.36
0.04932,0.297,0.0608,0.03035,0.598,0.16,0.4456,0.6543,0.8115,0.294,20.1
0.9604,0.599,0.681,0.7246,0.9497,0.9575,0.1954,0.6743,0.513,0.4111,26.42
0.76,0.728,0.531,0.781,0.1295,0.392,0.4124,0.2012,0.3723,0.137,14.7
0.387,0.8784,0.2382,0.719,0.8213,0.685,0.496,0.6147,0.7573,0.2151,25.5
